a,b,c,d
13.0045968,21.87953962,29.8880784,23.49544828
13.9854432,21.87953962,30.9225696,23.66590278
14.9659848,21.87953962,31.9799208,24.25908444
15.9468312,21.87953962,33.0839064,25.10453876
16.9273728,21.87953962,34.2269064,25.83408402
17.9082192,21.87953962,35.4083112,26.23635664
18.8841888,21.8522669,36.5939832,26.31135662
19.859244,21.8522669,37.7683776,26.249993
20.8355184,21.87953962,38.936676,26.23635664
21.8151456,21.9204487,40.108632,26.29772026
22.7966016,21.93408506,41.2879032,26.37953842
23.7771432,21.93408506,42.4705272,26.41362932
24.7576848,21.93408506,43.6516272,26.41362932
25.7382264,21.93408506,44.8324224,26.41362932
26.718768,21.93408506,46.0132176,26.41362932
27.6993096,21.93408506,47.1943176,26.41362932
28.6798512,21.93408506,48.3751128,26.4204475
29.6603928,21.93408506,49.5565176,26.41362932
30.6409344,21.93408506,50.7367032,26.40681114
31.621476,21.93408506,51.9153648,26.44772022
32.6020176,21.93408506,53.0952456,26.57726564
33.5825592,21.93408506,54.2836608,26.8295383
34.5631008,21.93408506,55.4882304,27.1704473
35.5436424,21.93408506,56.7129168,27.51817448
36.525708,21.90681234,57.9558912,27.73635624
37.5053352,21.82499418,59.2037424,27.79090168
38.4773424,21.77044874,60.446412,27.77726532
39.4429488,21.85908508,61.6845096,27.77044714
40.4137368,22.20681226,62.9247408,27.82499258
41.411652,22.86135754,64.1719824,27.89999256
42.4531536,23.6931755,65.422272,27.93408346
43.5290976,24.49090256,66.6710376,27.93408346
44.6498472,25.07726604,67.9198032,27.93408346
45.7897992,25.38408414,69.168264,27.93408346
46.9327992,25.47272048,70.4170296,27.93408346
48.0721416,25.4659023,71.6661,27.93408346
49.2093504,25.45226594,72.9148656,27.93408346
50.3474736,25.45226594,74.1633264,27.93408346
51.485292,25.45226594,75.412092,27.93408346
52.6231104,25.45226594,76.660248,27.94771982
53.7612336,25.45226594,77.9111472,27.94771982
54.899052,25.45226594,79.170276,27.72953806
56.0368704,25.45226594,80.4120312,27.12953822
57.1746888,25.45226594,81.6031896,26.27044754
58.3140312,25.42499322,82.7602104,25.3636296
59.4506304,25.3636296,83.8620624,24.80453884
60.5814384,25.31590234,84.949284,24.77726612
61.7101128,25.31590234,86.0550984,25.07044786
62.8409208,25.35681142,87.1898688,25.3636296
63.97752,25.42499322,88.3438416,25.37726596
65.1165576,25.44544776,89.4798312,25.08408422
66.2540712,25.44544776,90.5829024,24.8522661
67.3915848,25.45226594,91.6753056,25.00908424
68.5294032,25.45226594,92.7927024,25.58181136
69.6672216,25.45226594,93.9524664,26.33862934
70.8047352,25.45226594,95.1573408,26.90453828
71.9422488,25.45226594,96.382332,27.1022655
73.0800672,25.45226594,97.6057992,26.8977201
74.2184952,25.43862958,98.8061016,26.37953842
75.3563136,25.40453868,99.9737904,25.7045386
76.4913888,25.35681142,101.1076464,24.97499334
77.6231112,25.30226598,102.2046216,24.28635716
78.7563576,25.18635692,103.2698976,23.7613573
79.8813744,24.99544788,104.3150568,23.4545392
80.989932,24.86590246,105.3535104,23.33863014
82.0926984,24.87272064,106.3956216,23.33863014
83.20278,25.00908424,107.4401712,23.3522665
84.33054,25.17272056,108.4841112,23.3522665
85.4619576,25.21362964,109.5280512,23.3522665
86.5839264,25.27499326,110.5719912,23.3522665
87.707724,25.54090228,111.6159312,23.3522665
88.8516384,26.05226578,112.6598712,23.3522665
90.0312144,26.6590838,113.7035064,23.3522665
91.2430992,27.14317458,114.7507992,23.29090288
92.4714432,27.4431745,115.7916912,23.13408474
93.7055784,27.59317446,116.819172,23.03181204
94.9439808,27.613629,117.841776,23.03181204
96.1836024,27.48408358,118.870476,23.13408474
97.4107272,27.25226546,119.9125872,23.22953926
98.6183448,27.0340837,120.9577464,23.17499382
99.8183424,26.931811,121.9913232,22.99772114
101.0253504,26.81590194,123.0136224,22.82044846
