a,b,c,d
13.9881864,27.32044726,40.459152,23.87726636
15.2073864,27.32044726,41.529,23.84317546
16.4211,27.32044726,42.597324,23.70681186
17.6393856,27.53862902,43.6552848,23.47499374
18.87474,27.85908348,44.6961768,23.25681198
20.1341736,28.11135614,45.7254864,23.17499382
21.4057992,28.11135614,46.7572344,23.25681198
22.6652328,27.85908348,47.80026,23.39999376
23.9002824,27.53862902,48.8539536,23.48181192
25.120092,27.28635636,49.9073424,23.46135738
26.333196,27.14317458,50.953416,23.41363012
27.5426424,27.09544732,51.9964416,23.40681194
28.7514792,27.1022655,53.0422104,23.44772102
29.9615352,27.1704473,54.0931608,23.50908464
31.1804304,27.25908364,55.1465496,23.53635736
32.4054216,27.23181092,56.199024,23.53635736
33.6261456,27.02044734,57.2508888,23.52953918
34.8334584,26.63862926,58.302144,23.54317554
36.0130344,26.16817484,59.3533992,23.5909028
37.1636544,25.86135674,60.408312,23.6931755
38.3039112,25.8749931,61.4702352,23.80226638
39.4600176,26.12726576,62.538864,23.88408454
40.6438608,26.32499298,63.6096264,23.90453908
41.8362384,26.19544756,64.6788648,23.89090272
43.0060608,25.76590222,65.74536,23.86363
44.1393072,25.34999324,66.8112456,23.84999364
45.2527416,25.21362964,67.877436,23.85681182
46.3728816,25.40453868,68.9478936,23.77499366
47.5143576,25.75226586,70.0107312,23.5909028
48.6771696,26.09317486,71.0571096,23.44772102
49.8524784,26.3522657,72.0967824,23.44090284
51.037236,26.54317474,73.1419416,23.5568119
52.2293088,26.67272016,74.2026456,23.73408458
53.4259536,26.74772014,75.2709696,23.81590274
54.6235128,26.77499286,76.335636,23.80908456
55.8207672,26.78181104,77.399388,23.82272092
57.0180216,26.78181104,78.4634448,23.86363
58.215276,26.78181104,79.5290256,23.9659027
59.4122256,26.78181104,80.5994832,24.18408446
60.60948,26.78181104,81.6806088,24.59317526
61.8064296,26.78181104,82.7855088,25.17953874
63.003684,26.78181104,83.9272896,25.81362948
64.2009384,26.78181104,85.1053416,26.27044754
65.3972784,26.7954474,86.2989384,26.39999296
66.5966664,26.7954474,87.4833912,26.25681118
67.8039792,26.57726564,88.6483368,26.0795385
68.9942232,25.9772658,89.806272,25.99772034
70.1332608,25.09772058,90.970608,25.9431749
71.2390752,24.21817536,92.1376872,25.71135678
72.2866728,23.74090276,93.2867832,25.227266
73.3281744,23.82272092,94.4008272,24.63408434
74.3913168,24.31362988,95.4810384,24.15681174
75.4910352,25.04317514,96.5450952,23.91135726
76.6291584,25.78635676,97.607628,23.84317546
77.8056864,26.33862934,98.6735136,23.85681182
79.0065984,26.53635656,99.7406184,23.86363
80.2023288,26.37272024,100.808028,23.85681182
81.3721512,26.1136294,101.8736088,23.84317546
82.5227712,26.05226578,102.9352272,23.92499362
83.6807064,26.29090208,104.0020272,24.16362992
84.8682072,26.59772018,105.0822384,24.60681162
86.073996,26.6931747,106.1895768,25.2954478
87.2721648,26.54317474,107.3389776,26.0795385
88.449912,26.3522657,108.5261736,26.73408378
89.6185152,26.27044754,109.7450688,27.1363564
90.7956528,26.2159021,110.9691456,27.28635636
