a,b,c,d
21.8538552,19.60908568,41.480232,16.77954098
22.7682552,19.60908568,42.2257728,16.4659047
23.6823504,19.60908568,42.947844,16.22045022
24.5970552,19.60908568,43.6622952,16.1590866
25.5114552,19.60908568,44.3886336,16.1249957
26.381964,19.60908568,45.1204584,15.86590486
27.2500344,19.31590394,45.8278992,15.340905
28.1113992,18.97499494,46.4920584,14.80908696
28.9578288,18.4772678,47.1318336,14.54999612
29.7707304,17.87726796,47.7767904,14.51590522
30.5491896,17.37272264,48.4336344,14.4545416
31.3084464,17.09317726,49.0831632,14.2159053
32.06496,17.01817728,49.7092224,13.89545084
32.8260456,17.03181364,50.3176032,13.68408726
33.5883504,17.04545,50.9226312,13.61590546
34.3503504,17.04545,51.531012,13.62272364
35.1123504,17.04545,52.1409168,13.63636
35.8743504,17.04545,52.7505168,13.63636
36.6375696,17.02499546,53.3595072,13.64317818
37.3977408,16.9772682,53.9703264,13.65681454
38.1551688,16.94999548,54.5841936,13.59545092
38.9147304,16.8749955,55.1950128,13.39090552
39.6739872,16.62272284,55.7930304,13.0227238
40.4198328,16.10454116,56.3678832,12.49772394
41.1239208,15.340905,56.9143896,11.90454228
41.7923472,14.54999612,57.4337688,11.29772426
42.4171872,13.977269,57.9244968,10.68408806
43.0234344,13.69090544,58.3862688,10.1249973
43.627548,13.60908728,58.8227424,9.67499742
44.2359288,13.62272364,59.2412328,9.38181568
44.8461384,13.63636,59.652408,9.24545208
45.4557384,13.63636,60.0620592,9.19772482
46.0653384,13.63636,60.473844,9.1704521
46.6749384,13.63636,60.8841048,9.11590666
47.2845384,13.63636,61.2888792,9.07499758
47.8941384,13.63636,61.6918248,9.07499758
48.5034336,13.63636,62.0965992,9.11590666
49.1130336,13.63636,62.50686,9.17727028
49.7226336,13.63636,62.9195592,9.204543
50.331624,13.64999636,63.3310392,9.204543
50.9424432,13.65681454,63.7425192,9.204543
51.5563104,13.59545092,64.1539992,9.204543
52.1671296,13.39090552,64.5654792,9.204543
52.7651472,13.0227238,64.9769592,9.204543
53.3396952,12.50454212,65.3884392,9.204543
53.8865064,11.931815,65.7999192,9.204543
54.4064952,11.35908788,66.2113992,9.204543
54.8987472,10.8409062,66.6228792,9.204543
55.3672248,10.4659063,67.0343592,9.204543
55.8232056,10.26817908,67.4458392,9.204543
56.2761384,10.20681546,67.8573192,9.204543
56.7318144,10.21363364,68.2687992,9.204543
57.189624,10.22727,68.6802792,9.204543
57.646824,10.22727,69.0914544,9.21136118
58.104024,10.22727,69.5032392,9.22499754
58.5609192,10.22727,69.918072,9.204543
59.0181192,10.22727,70.3338192,9.04090668
59.4753192,10.22727,70.7398128,8.68636132
59.9319096,10.24090636,71.1214224,8.17499782
60.391548,10.22727,71.4704184,7.65681614
