a,b,c,d
22.9200456,12.62726936,36.4848648,13.6704509
23.3772456,12.62726936,37.0929408,13.8749963
23.8344456,12.62726936,37.715952,14.2159053
24.2913408,12.62726936,38.3618232,14.5909052
24.9012456,12.62726936,39.0284208,14.83635968
25.4486664,12.62726936,39.7005048,14.89090512
26.0158992,12.8181784,40.366188,14.87045058
26.5864848,13.07045106,41.027604,14.85681422
27.1814544,13.38408734,41.6899344,14.8977233
27.7913592,13.58863274,42.3589704,14.9659051
28.4049216,13.6704509,43.0307496,14.99317782
29.01696,13.6704509,43.7010048,14.99317782
29.6308272,13.58863274,44.3715648,14.99317782
30.2413416,13.37045098,45.04182,14.99317782
30.8347872,13.04999652,45.7120752,14.99317782
31.4041536,12.79090568,46.3826352,14.99317782
31.961328,12.79090568,47.0528904,14.99317782
32.5306944,13.04999652,47.7231456,14.99317782
33.1235304,13.38408734,48.3934008,14.99317782
33.735264,13.61590546,49.063656,14.99317782
34.3549224,13.60908728,49.7339112,14.99317782
34.9690944,13.30908736,50.4044712,14.99317782
35.5631496,12.72272388,51.0747264,14.99317782
36.114228,11.94545136,51.7449816,14.99317782
36.630864,11.16136066,52.4152368,14.99317782
37.1090952,10.48636084,53.0857968,14.99317782
37.5669048,9.81136102,53.756052,14.99317782
37.9899672,9.1363612,54.4260024,14.999996
38.369748,8.7613613,55.0965624,15.01363236
38.7318504,8.97954306,55.7695608,14.99317782
39.1552176,9.91363372,56.4434736,14.8636324
39.6297912,11.2840879,57.1097664,14.57045066
40.158924,12.53181484,57.7556376,14.1477235
40.7407872,13.37726916,58.3743816,13.71817816
41.3653224,13.79317814,58.9730088,13.42499642
41.9916864,13.90226902,59.564016,13.30226918
42.6137832,13.9090872,60.1559376,13.28181464
43.2352704,13.9090872,60.7499928,13.295451
43.8570624,13.9090872,61.3449624,13.30226918
44.4788544,13.9090872,61.9411512,13.26817828
45.1006464,13.9090872,62.534292,13.1931783
45.7224384,13.9090872,63.1204224,13.13181468
46.3442304,13.9090872,63.7038096,13.13181468
46.9657176,13.9090872,64.28994,13.1931783
47.5878144,13.9090872,64.8830808,13.26817828
48.2093016,13.9090872,65.4792696,13.30226918
48.8310936,13.9090872,66.0736296,13.295451
49.4528856,13.9090872,66.6682944,13.30226918
50.0746776,13.9090872,67.2629592,13.30226918
50.6964696,13.9090872,67.8573192,13.30226918
51.3182616,13.9090872,68.451984,13.30226918
51.9397488,13.9090872,69.0466488,13.30226918
52.5615408,13.9090872,69.6410088,13.30226918
53.1833328,13.9090872,70.2356736,13.30226918
53.8051248,13.9090872,70.8303384,13.30226918
54.4269168,13.9090872,71.4246984,13.30226918
55.0487088,13.9090872,72.0193632,13.30226918
55.670196,13.9090872,72.6146376,13.28863282
56.291988,13.9090872,73.2071688,13.28181464
56.91378,13.9090872,73.795128,13.40454188
57.535572,13.9090872,74.3897928,13.7727236
58.157364,13.9090872,75.0094512,14.39317798
58.779156,13.9090872,75.6717816,15.08863234
59.400948,13.9090872,76.3734312,15.53863222
60.02274,13.9090872,77.0857488,15.62045038
60.6442272,13.9090872,77.7858744,15.4772686
61.2660192,13.9090872,78.469236,15.29317774
61.8890304,13.88181448,79.1455872,15.21817776
62.5096032,13.82726904,79.8252912,15.22499594
63.1249944,13.78635996,80.5071288,15.2386323
63.7388616,13.78635996,81.1883568,15.2386323
64.3545576,13.82726904,81.8735472,15.14999596
64.9751304,13.88181448,82.5508128,14.94545056
65.5978368,13.90226902,83.2097904,14.80226878
66.219324,13.90226902,83.8617576,14.7954506
66.8408112,13.90226902,84.5207352,14.94545056
67.4622984,13.89545084,85.197696,15.14317778
68.0825664,13.90226902,85.8828864,15.23181412
68.7025296,13.97045082,86.5638096,15.23181412
69.3261504,14.12045078,87.2447328,15.23181412
69.9601344,14.33863254,87.925656,15.23181412
70.6081392,14.5568143,88.6062744,15.23181412
71.2665072,14.71363244,89.2875024,15.23181412
71.9291424,14.77499606,89.9684256,15.23181412
72.591168,14.78863242,90.6493488,15.23181412
73.2516696,14.78181424,91.330272,15.23181412
73.9121712,14.77499606,92.0108904,15.23181412
74.5729776,14.77499606,92.692728,15.21817776
75.2334792,14.77499606,93.3718224,15.21817776
75.8939808,14.77499606,94.04604,15.34772318
76.5544824,14.77499606,94.7263536,15.76363216
77.214984,14.77499606,95.4426336,16.51363196
77.8754856,14.77499606,96.2046336,17.5227226
78.536292,14.77499606,97.0093056,18.53863142
79.1967936,14.77499606,97.8596976,19.30226758
79.8572952,14.77499606,98.7503232,19.65681294
80.5177968,14.77499606,99.6439968,19.59544932
81.1786032,14.77499606,100.5175536,19.2954494
81.8427624,14.69999608,101.3661168,19.04999492
82.4999112,14.5227234,102.2037072,19.04999492
83.1409056,14.39317798,103.05288,19.28181304
83.7761088,14.3863598,103.924608,19.58181296
84.4167984,14.50908704,104.811576,19.772722
85.0730328,14.68635972,105.701592,19.82726744
85.7368872,14.7613597,106.5879504,19.82044926
86.3961696,14.77499606,107.4730896,19.8068129
87.0578904,14.78863242,108.3585336,19.8068129
87.7232688,14.6931779,109.2439776,19.8068129
88.3807224,14.47499614,110.1297264,19.8068129
89.0174496,14.31135982,111.0151704,19.8068129
89.6404608,14.44090524,111.9006144,19.8068129
90.2838936,15.0340869,112.7863632,19.8068129
90.9794472,15.99545028,113.6718072,19.8068129
91.7140152,16.95681366,114.5572512,19.8068129
92.4955224,17.66590438,115.4426952,19.8068129
93.3035472,18.1363588,116.328444,19.8068129
94.1179728,18.59999504,117.2166312,19.75226746
94.9552584,19.27499486,118.0996368,19.61590386
95.8385688,20.17499462,118.97106,19.51363116
96.7593696,21.08863074,119.8354728,19.5340857
97.7274144,21.7499942,120.703848,19.7386311
98.7241104,22.00226686,121.590816,20.12726736
99.7165392,21.92726688,122.5009488,20.5568127
100.6900704,21.76363056,123.4311984,20.92499442
101.6498856,21.76363056,124.3791264,21.18408526
102.61854,22.01590322,125.3343696,21.29999432
103.6131024,22.33635768,126.289308,21.32044886
104.627172,22.48635764,127.241808,21.3068125
105.6418512,22.3636304,128.1936984,21.29999432
106.6382424,22.0568123,129.1458936,21.29999432
107.6114688,21.7840851,130.0983936,21.29999432
108.574332,21.67499422,131.0505888,21.29999432
109.5396336,21.70226694,132.0030888,21.29999432
110.5125552,21.7840851,132.955284,21.29999432
111.4900488,21.82499418,133.9074792,21.29999432
112.4663232,21.82499418,134.8596744,21.29999432
113.4413784,21.818176,135.8118696,21.29999432
114.4167384,21.818176,136.7643696,21.29999432
115.3920984,21.818176,137.7159552,21.3068125
116.3674584,21.818176,138.6669312,21.35453976
117.3458664,21.75681238,139.6215648,21.45681246
118.3181784,21.60681242,140.582904,21.59317606
119.2776888,21.50453972,141.5515584,21.7499942
120.2326272,21.50453972,142.527528,21.91363052
121.1921376,21.60681242,143.5114224,22.04999412
122.1644496,21.7499942,144.5017176,22.15226682
123.142248,21.80453964,145.4956704,22.19999408
124.1154744,21.82499418,146.4887088,22.22044862
125.0893104,21.90681234,147.483576,22.19999408
126.068328,22.08408502,148.4808816,22.04999412
127.058928,22.3295395,149.4690432,21.69544876
128.0650728,22.58181216,150.4328208,21.1704489
129.0824952,22.75226666,151.3627656,20.61817632
130.105404,22.840903,152.2631448,20.27044914
131.1286176,22.86135754,153.1531608,20.27726732
132.150612,22.85453936,154.0529304,20.65226722
