a,b,c,d
21.383244,13.63636,34.9355664,10.8068153
21.992844,13.63636,35.4089208,10.48636084
22.6027488,13.63636,35.8649016,10.27499726
23.212044,13.63636,36.3178344,10.20681546
23.821644,13.63636,36.7738152,10.22045182
24.431244,13.63636,37.2316248,10.22727
25.040844,13.63636,37.6897392,10.20681546
25.6498344,13.64999636,38.1463296,10.13863366
26.2606536,13.65681454,38.6007864,10.00908824
26.8745208,13.59545092,39.0503664,9.72272468
27.4856448,13.39090552,39.4813536,9.26590662
28.0830528,13.01590562,39.8818608,8.7954522
28.6545528,12.55908756,40.2540216,8.53636136
29.2001448,12.17726948,40.6225248,8.5909068
29.7323256,11.97272408,41.0132784,8.78181584
30.2611536,11.91136046,41.420796,8.78863402
30.7927248,11.931815,41.8203888,8.4886341
31.3279536,11.95226954,42.1928544,7.97045242
31.8656208,11.89090592,42.5327064,7.43863438
32.4005448,11.68636052,42.848784,7.06363448
32.9217528,11.31136062,43.1523648,6.85908908
33.4170528,10.85454256,43.4528976,6.79772546
33.8864448,10.47954266,43.7564784,6.80454364
34.3421208,10.26817908,44.0615832,6.81818
34.7947488,10.22045182,44.3663832,6.81818
35.2519488,10.23408818,44.6711832,6.81818
35.7140256,10.17954274,44.9759832,6.81818
36.17214,9.96136098,45.2807832,6.81818
36.6134904,9.64090652,45.5855832,6.81818
37.0304568,9.38863386,45.8903832,6.81818
37.4364504,9.35454296,46.1948784,6.81818
37.851588,9.55908836,46.4996784,6.81818
38.2868424,9.8522701,46.8044784,6.81818
38.741604,9.99545188,47.1092784,6.81818
39.1997184,9.8181792,47.4143832,6.81818
39.6416784,9.29317934,47.7188784,6.81818
40.0406616,8.522725,48.0236784,6.81818
40.404288,7.73181612,48.3284784,6.81818
40.724328,7.159089,48.6332784,6.81818
41.0257752,6.87272544,48.9380784,6.81818
41.3253936,6.79772546,49.2428784,6.81818
41.6289744,6.80454364,49.5476784,6.81818
41.934384,6.81818,49.8524784,6.81818
42.239184,6.81818,50.1569736,6.81818
42.5436792,6.81818,50.4617736,6.81818
42.8484792,6.81818,50.7665736,6.81818
43.1532792,6.81818,51.0713736,6.81818
43.458384,6.81818,51.3761736,6.81818
43.7628792,6.81818,51.6809736,6.81818
44.0676792,6.81818,51.9857736,6.81818
44.3724792,6.81818,52.2905736,6.81818
44.6772792,6.81818,52.5953736,6.81818
44.9814696,6.83181636,52.9001736,6.81818
45.2874888,6.83863454,53.2049736,6.81818
45.596556,6.77727092,53.5103832,6.80454364
45.90288,6.5795437,53.8142688,6.79090728
46.1960976,6.2045438,54.1138872,6.84545272
46.4658456,5.68636212,54.41442,7.10454356
46.7078568,5.113635,54.731412,7.62954342
46.9230456,4.54090788,55.0855896,8.34545232
47.1101928,4.0227262,55.4784768,9.06136122
47.2741752,3.65454448,55.9067208,9.56590654
47.425356,3.44999908,56.3505096,9.82499738
47.5740984,3.3749991,56.796432,9.89999736
47.72406,3.3749991,57.239916,9.89999736
47.8715832,3.46363544,57.6815712,9.886361
48.0206304,3.749999,58.1235312,9.886361
48.1882704,4.32272612,58.5654912,9.886361
48.3994968,5.113635,59.0074512,9.886361
48.6454704,5.90454388,59.449716,9.886361
48.9350304,6.477271,59.891676,9.886361
49.2428784,6.76363456,60.33516,9.85908828
49.5531648,6.83863454,60.775596,9.79090648
49.859184,6.82499818,61.2102408,9.74317922
50.1636792,6.80454364,61.6424472,9.74317922
50.46726,6.79090728,62.077092,9.79090648
50.7668784,6.87272544,62.5178328,9.85908828
51.0686304,7.159089,62.9613168,9.886361
51.3883656,7.73181612,63.4032768,9.886361
51.751992,8.522725,63.8455416,9.886361
