a,b,c,d
21.989796,20.45454,40.2771864,17.22954086
22.9038912,20.45454,41.0373576,17.06590454
23.8182912,20.45454,41.7963096,17.0113591
24.7326912,20.45454,42.5555664,17.0113591
25.6470912,20.45454,43.3132992,17.09317726
26.5614912,20.45454,44.0746896,17.30454084
27.4758912,20.45454,44.852844,17.61135894
28.3909008,20.44090364,45.652944,17.8636316
29.3040816,20.43408546,46.4618832,17.95908612
30.2139096,20.50226726,47.2641168,17.98635884
31.1270904,20.72044902,48.0626928,18.10908608
32.0576448,21.04090348,48.873156,18.36817692
33.0122784,21.29999432,49.7043456,18.65454048
33.979104,21.29999432,50.5492512,18.83181316
34.9337376,21.04090348,51.3956808,18.87954042
35.864292,20.71363084,52.239672,18.86590406
36.7789968,20.46817636,53.082444,18.85908588
37.6866912,20.33181276,53.9258256,18.86590406
38.5928616,20.30454004,54.7689024,18.86590406
39.5023848,20.23635824,55.612284,18.85908588
40.4116032,19.99772194,56.4553608,18.85908588
41.3092392,19.4999948,57.2987424,18.85908588
42.1678608,18.79772226,58.1418192,18.85908588
42.982896,18.2045406,58.984896,18.86590406
43.773852,17.93863158,59.8294968,18.83863134
44.5675512,17.9659043,60.6716592,18.77044954
45.3746616,18.1022679,61.5080304,18.72954046
46.1875632,18.25226786,62.342268,18.72272228
47.0050368,18.39544964,63.1783344,18.77044954
47.8328736,18.49772234,64.020192,18.83181316
48.6671112,18.48408598,64.864488,18.85908588
49.4955576,18.34772238,65.7075648,18.85908588
50.3081544,18.19090424,66.5503368,18.85908588
51.113436,18.14317698,67.3934136,18.85908588
51.9232896,18.19772242,68.2364904,18.85908588
52.7398488,18.26590422,69.0792624,18.85908588
53.559456,18.29999512,69.9223392,18.86590406
54.3781488,18.29999512,70.7666352,18.85908588
55.1956224,18.29317694,71.6115408,18.79090408
56.0137056,18.29999512,72.452484,18.6477223
56.8317888,18.29999512,73.2833688,18.43635872
57.6495672,18.29999512,74.1005376,18.21817696
58.4676504,18.29999512,74.9079528,18.07499518
59.2869528,18.26590422,75.7111008,18.00681338
60.103512,18.19772242,76.5148584,17.9999952
60.9139752,18.14999516,77.3198352,18.00681338
61.7223048,18.14999516,78.1245072,18.02044974
62.532768,18.19772242,78.9316176,18.02726792
63.3490224,18.26590422,79.744824,17.85681342
64.1683248,18.29317694,80.5455336,17.4204499
64.9861032,18.29317694,81.3118008,16.89545004
65.8041864,18.29317694,82.0427112,16.55454104
66.6219648,18.29317694,82.7611248,16.65681374
67.4397432,18.29317694,83.5054464,17.20908632
68.2578264,18.29317694,84.2921352,17.87044978
69.0756048,18.29317694,85.1126568,18.40226782
69.8933832,18.29317694,85.9539048,18.68863138
70.7117712,18.28635876,86.8000296,18.68863138
71.52894,18.28635876,87.6388392,18.44999508
72.3436704,18.33408602,88.4572272,18.12954062
73.1605344,18.49772234,89.2509264,17.9659043
73.9880664,18.81135862,90.0370056,18.19772242
74.8354104,19.23408578,90.8572224,18.89999496
75.7074432,19.65681294,91.7268168,19.92954014
76.5995928,19.96363104,92.6415216,21.0340853
77.5024104,20.13408554,93.6034704,22.06363048
78.4070568,20.1818128,94.6077864,22.92272116
79.3132272,20.09999464,95.6608704,23.4545392
80.2105584,19.92272196,96.7304136,23.5909028
81.093564,19.79999472,97.790508,23.4204483
81.972912,19.7386311,98.826828,23.20908472
82.8546984,19.69772202,99.8518704,23.18863018
83.7389232,19.65681294,100.8888,23.31135742
84.6143088,19.59544932,101.9409696,23.37953922
85.4832936,19.60908568,102.9931392,23.25681198
86.3638608,19.66363112,104.0288496,22.99772114
87.252048,19.56135842,105.0465768,22.77953938
88.1249952,19.30226758,106.0569888,22.6704485
88.9702056,19.1931767,107.0683152,22.65681214
89.8099296,19.54772206,108.0817752,22.6704485
90.7045176,20.44090364,109.09554,22.6704485
91.6463496,21.66135786,110.109,22.6704485
92.6384736,22.82044846,111.12246,22.6704485
93.6790608,23.6590846,112.13592,22.6704485
94.7635392,24.11590266,113.14938,22.6704485
95.856552,24.21817536,114.16284,22.6704485
96.943164,24.0681754,115.1790432,22.61590306
98.014536,23.8295391,116.18976,22.47953946
99.070668,23.64544824,117.1888944,22.38408494
100.1200944,23.56363008,118.1834568,22.37726676
101.1750072,23.522721,119.1819816,22.4659031
102.2332728,23.32499378,120.191784,22.6022667
103.27386,22.9431757,121.2064632,22.7045394
104.2836624,22.59544852,122.2208376,22.79317574
105.2751768,22.50681218,123.241308,22.92272116
106.273092,22.7727212,124.2703128,23.05226658
107.2996584,23.22272108,125.3054136,23.1477211
108.3542664,23.61135734,126.3429528,23.181812
109.4222856,23.82272092,127.3801872,23.18863018
110.4936576,23.88408454,128.416812,23.18863018
111.5622864,23.86363,129.453132,23.181812
112.628172,23.8295391,130.489452,23.181812
113.6916192,23.8295391,131.525772,23.181812
114.7572,23.8295391,132.562092,23.181812
115.8221712,23.8295391,133.5987168,23.18863018
116.8856184,23.90453908,134.6353416,23.181812
117.9542472,24.0340845,135.6716616,23.181812
119.0314104,24.18408446,136.7079816,23.181812
120.1198512,24.32726624,137.7443016,23.181812
121.2122544,24.3749935,138.7806216,23.181812
122.3013048,24.36817532,139.8169416,23.181812
123.39066,24.36817532,140.8532616,23.181812
124.48032,24.36817532,141.8898864,23.181812
125.5696752,24.36817532,142.9262064,23.181812
126.6590304,24.36817532,143.9625264,23.181812
127.7483856,24.36817532,144.9988464,23.181812
128.8377408,24.36817532,146.0354712,23.18863018
