a,b,c,d
21.995892,17.04545,36.2135928,16.93635912
22.757892,17.04545,36.9704112,16.93635912
23.519892,17.04545,37.7275344,16.93635912
24.281892,17.04545,38.485572,16.9090864
25.043892,17.04545,39.2417808,16.86135914
25.805892,17.04545,39.992808,16.82045006
26.567892,17.04545,40.7423112,16.81363188
27.329892,17.04545,41.4933384,16.84772278
28.091892,17.04545,42.2489376,16.90226822
28.853892,17.04545,43.0066704,16.91590458
29.615892,17.04545,43.7628792,16.91590458
30.377892,17.04545,44.5169544,16.94999548
31.1395872,17.04545,45.2722488,17.07272272
31.9015872,17.04545,46.0351632,17.3181772
32.6635872,17.04545,46.8145368,17.66590438
33.4255872,17.04545,47.6146368,18.01363156
34.1875872,17.04545,48.431196,18.25908604
34.9495872,17.04545,49.25568,18.38863146
35.7115872,17.04545,50.0810784,18.42272236
36.4735872,17.04545,50.904648,18.41590418
37.235892,17.04545,51.7273032,18.409086
37.9985016,17.03181364,52.5502632,18.409086
38.7605016,16.98408638,53.373528,18.409086
39.5167104,16.94999548,54.196488,18.409086
40.2680424,17.05908636,55.019448,18.409086
41.029128,17.33863174,55.842408,18.409086
41.8115496,17.70681346,56.6656728,18.409086
42.6177456,18.02044974,57.4886328,18.409086
43.434,18.1704497,58.3115928,18.409086
44.2490352,18.19090424,59.1345528,18.409086
45.0622416,18.18408606,59.9578176,18.409086
45.8745336,18.18408606,60.7807776,18.409086
46.6874352,18.18408606,61.6049568,18.38863146
47.5003368,18.17726788,62.4266976,18.33408602
48.3129336,18.17726788,63.2438664,18.29317694
49.1255304,18.17726788,64.0592064,18.29317694
49.938432,18.17726788,64.8760704,18.33408602
50.7510288,18.17726788,65.698116,18.38181328
51.5639304,18.17726788,66.5219904,18.409086
52.3765272,18.17726788,67.3452552,18.40226782
53.1894288,18.18408606,68.1673008,18.39544964
54.0020256,18.18408606,68.9859936,18.46363144
54.8149272,18.18408606,69.8074296,18.70226774
55.627524,18.17726788,70.643496,19.15226762
56.4404256,18.17726788,71.509128,19.76590382
57.2530224,18.17726788,72.4107264,20.37954002
58.065924,18.17726788,73.3418904,20.8295399
58.8785208,18.17726788,74.2876848,21.0681762
59.6914224,18.17726788,75.2362224,21.136358
60.5040192,18.17726788,76.1814072,21.12953982
61.3187496,18.1363588,77.125068,21.12272164
62.128908,18.06135882,78.0693384,21.12272164
62.9299224,18.06135882,79.0136088,21.12272164
63.7303272,18.25908604,79.9578792,21.12272164
64.545972,18.69544956,80.9048928,21.06135802
65.3927064,19.28863122,81.84642,20.9318126
66.2732736,19.8409038,82.77606,20.8295399
67.1773104,20.22272188,83.701128,20.83635808
68.093844,20.42726728,84.630768,20.9318126
69.0122064,20.48181272,85.5719904,21.06135802
69.9284352,20.47499454,86.5186992,21.136358
70.84314,20.46817636,87.4644936,21.14317618
71.7581496,20.46817636,88.4136408,21.05453984
72.6728544,20.46817636,89.3576064,20.80908536
73.587864,20.46817636,90.2841984,20.4204491
74.5028736,20.46817636,91.1815296,20.05908556
75.4178832,20.46817636,92.0575248,20.03181284
76.3331976,20.46817636,92.9420544,20.46135818
77.2482072,20.46817636,93.8747424,21.2727216
78.1632168,20.46817636,94.847664,22.2613577
79.0779216,20.46817636,95.8608192,23.16135746
79.9929312,20.46817636,96.9236568,23.74090276
80.912208,20.3863582,98.0072208,23.9318118
81.82356,20.19544916,99.0840792,23.82272092
82.7178432,20.05908556,100.140516,23.63863006
83.6057256,20.05908556,101.1853704,23.6249937
84.5000088,20.19544916,102.240588,23.78863002
85.4107512,20.37954002,103.3125696,23.95908452
86.3297232,20.46135818,104.3927808,23.98635724
87.244428,20.46135818,105.4678104,23.84317546
88.1597424,20.44772182,106.5294288,23.61817552
89.0729232,20.44090364,107.5782456,23.41363012
89.9821416,20.54317634,108.6188328,23.27726652
90.8953224,20.8636308,109.654848,23.20226654
91.8292296,21.46363064,110.6899488,23.17499382
92.8082472,22.28181224,111.725964,23.17499382
93.8217072,23.10681202,112.7619792,23.181812
94.8799728,23.72044822,113.7982992,23.181812
95.960184,24.04772086,114.834924,23.181812
97.046796,24.1022663,115.871244,23.181812
98.127312,23.93862998,116.9096976,23.14090292
99.1938072,23.68635732,117.943884,23.0454484
100.2423192,23.49544828,118.9698408,22.9772666
101.2813824,23.49544828,119.9927496,22.9772666
102.3298944,23.68635732,121.0187064,23.03863022
103.3963896,23.92499362,122.052588,23.13408474
104.4756864,24.08181176,123.0907368,23.17499382
105.556812,24.12953902,124.126752,23.17499382
106.6351944,24.11590266,125.163072,23.17499382
107.7126624,24.10908448,126.1990872,23.17499382
108.7904352,24.10908448,127.2351024,23.17499382
109.868208,24.10908448,128.2711176,23.17499382
110.945676,24.10908448,129.3071328,23.17499382
112.0234488,24.10908448,130.343148,23.17499382
113.1012216,24.10908448,131.379468,23.17499382
114.1789944,24.10908448,132.4154832,23.17499382
115.2567672,24.10908448,133.4511936,23.18863018
116.3372832,24.04772086,134.4881232,23.19544836
117.4123128,23.91817544,135.5281008,23.1477211
118.4754552,23.82272092,136.5674688,22.92953934
119.5340256,23.82272092,137.5934256,22.49317582
120.597168,23.9318118,138.5898168,21.87272144
121.674636,24.04090268,139.5490224,21.25226706
122.7585048,23.95908452,140.4786624,20.81590354
123.831096,23.64544824,141.3948912,20.59772178
124.8820464,23.18863018,142.3102056,20.54999452
125.9043456,22.73181212,143.2288728,20.5568127
126.9046992,22.41817584,144.1487592,20.57044906
127.8968232,22.27499406,145.0683408,20.57044906
128.8895568,22.25453952,145.9879224,20.57044906
129.8850336,22.26817588,146.9071992,20.57044906
130.88112,22.27499406,147.8267808,20.57044906
131.8769016,22.27499406,148.7463624,20.57044906
132.8726832,22.27499406,149.665944,20.57044906
133.8684648,22.27499406,150.5855256,20.57044906
134.8642464,22.27499406,151.5048024,20.56363088
135.860028,22.27499406,152.4240792,20.56363088
136.8558096,22.27499406,153.3436608,20.57044906
137.8515912,22.27499406,154.2632424,20.57044906
138.8473728,22.27499406,155.182824,20.57044906
139.8431544,22.27499406,156.1021008,20.57044906
140.8386312,22.27499406,157.0216824,20.57044906
141.8344128,22.27499406,157.9409592,20.57044906
142.8301944,22.27499406,158.8605408,20.57044906
143.8262808,22.27499406,159.7801224,20.57044906
144.8220624,22.27499406,160.701228,20.52953998
145.817844,22.27499406,161.6183712,20.45454
146.8136256,22.27499406,162.5306376,20.39317638
147.8094072,22.27499406,163.4441232,20.2499946
148.804884,22.27499406,164.3530368,19.91590378
149.8009704,22.27499406,165.2430528,19.3295403
150.796752,22.27499406,166.0910064,18.59999504
151.7922288,22.27499406,166.8938496,18.068177
152.7874008,22.2954486,167.6808432,17.91135886
153.783792,22.3295395,168.4769808,18.01363156
154.7829264,22.39090312,169.2901872,18.19090424
155.7857184,22.45226674,170.1107088,18.26590422
156.7912536,22.49317582,170.9278776,18.25908604
157.798008,22.50681218,171.7432176,18.25226786
158.8047624,22.51363036,172.5588624,18.25226786
159.8124312,22.48635764,173.374812,18.25226786
160.8188808,22.39090312,174.1904568,18.25226786
161.8222824,22.159085,175.0064064,18.25226786
162.8147112,21.67499422,175.822356,18.25226786
163.7699544,20.89090352,176.6380008,18.25226786
164.6797824,19.89544924,177.4539504,18.25226786
165.5509008,18.96135858,178.2695952,18.25226786
166.3702032,18.34772238,179.0855448,18.25226786
167.1733512,18.05454064,179.9014944,18.25226786
167.9786328,17.8636316,180.7171392,18.25226786
168.7778184,17.60454076,181.532784,18.25908604
169.5559728,17.29772266,182.3493432,18.26590422
170.3167536,17.08635908,183.168036,18.23181332
171.0738768,17.0113591,183.9852048,18.09544972
171.834048,17.02499546,184.7917056,17.8977225
172.596048,17.03181364,185.5829664,17.73408618
173.3574384,17.03181364,186.3663024,17.73408618
174.1191336,17.03181364,187.1575632,17.89090432
174.880524,17.03181364,187.9634544,18.09544972
175.6419144,17.03181364,188.7797088,18.25908604
176.4036096,17.03181364,189.5996208,18.36817692
177.165,17.03181364,190.4219712,18.46363144
177.9266952,17.02499546,191.2501128,18.55908596
178.6877808,17.01817728,192.083436,18.63408594
179.4458184,17.05226818,192.9188928,18.66817684
180.2044656,17.2159045,193.7540448,18.66817684
180.9728664,17.57044986,194.5885872,18.66817684
181.7653464,18.068177,195.4228248,18.66817684
182.59044,18.51817688,196.2573672,18.66817684
183.4365648,18.72954046,197.0919096,18.66817684
184.2829944,18.68863138,197.926452,18.66817684
185.1132696,18.56590414,198.7609944,18.66817684
185.9322672,18.58635868,199.5955368,18.66817684
186.7610184,18.79090408,200.4297744,18.66817684
187.6098864,19.03635856,201.2643168,18.66817684
188.4736896,19.13181308,202.0988592,18.66817684
189.3365784,18.96817676,202.934316,18.64090412
190.1796552,18.66817684,203.7676392,18.58635868
191.0007864,18.45681326,204.5960856,18.53863142
191.8124688,18.48408598,205.4233128,18.50454052
192.6372576,18.74317682,206.2487112,18.50454052
193.4882592,19.00908584,207.0738048,18.59999504
194.3502336,19.07726764,207.9019464,18.83863134
195.2064168,18.97499494,208.745328,19.26817668
196.0513224,18.75681318,209.6194944,19.772722
196.884036,18.53181324,210.5201784,20.17499462
197.706996,18.34772238,211.4318352,20.48181272
198.517764,18.2727224,212.3486736,20.84317626
199.3263984,18.42272236,213.280752,21.39544884
200.1502728,18.79772226,214.2533688,22.16590318
200.9991408,19.30908576,215.261952,22.94999388
201.8769648,19.82044926,216.31656,23.44772102
202.7806968,20.16817644,217.3857984,23.52953918
203.6941824,20.29772186,218.4413208,23.29772106
204.6049248,20.3181764,219.469716,23.0454484
205.5101808,20.31135822,220.4847,23.03181204
206.4163512,20.3522673,221.5115712,23.27726652
207.3292272,20.4204491,222.5622168,23.59772098
208.2451512,20.45454,223.6293216,23.80908456
209.1595512,20.45454,224.700084,23.89090272
210.0739512,20.45454,225.7693224,23.89090272
210.9883512,20.45454,226.8400848,23.80908456
211.9027512,20.45454,227.9071896,23.59772098
212.8171512,20.45454,228.9575304,23.27726652
213.7315512,20.45454,229.9840968,23.0454484
214.6459512,20.45454,231.0009096,23.05226658
215.5603512,20.45454,232.032048,23.22953926
216.4747512,20.45454,233.0829984,23.33863014
217.3891512,20.45454,234.138216,23.181812
218.3041608,20.44090364,235.173012,22.7386303
219.2170368,20.43408546,236.1751944,22.23408498
220.12656,20.5227218,237.152688,21.8522669
221.0391312,20.81590354,238.1170752,21.63408514
221.9724288,21.3068125,239.0778048,21.5795397
222.9426072,21.818176,240.0418872,21.59317606
223.9420464,22.03635776,241.008408,21.59999424
224.9424,21.818176,241.977672,21.53863062
225.9150168,21.24544888,242.943888,21.32726704
226.8483144,20.54317634,243.8924256,20.9999944
227.745036,19.94999468,244.8174936,20.7613581
228.6164592,19.62272204,245.7315888,20.7613581
229.4781288,19.62272204,246.6539136,21.06135802
230.3504664,19.92954014,247.602756,21.58635788
231.2484072,20.44090364,248.5805544,22.17272136
232.1749992,21.02044894,249.5845656,22.76590302
233.127804,21.59317606,250.6166184,23.34544832
234.1059072,22.159085,251.6745792,23.87726636
235.1096136,22.72499394,252.7563144,24.33408442
236.1404472,23.23635744,253.8584712,24.66135706
237.1944456,23.61817552,254.9716008,24.81135702
238.2630744,23.83635728,256.0856448,24.83181156
239.3384088,23.83635728,257.1951168,24.80453884
240.4073424,23.61817552,258.3009312,24.80453884
241.461036,23.22272108,259.4100984,24.83862974
242.4885168,22.76590302,260.5253616,24.79772066
243.4876512,22.4659031,261.6366624,24.63408434
244.4767272,22.4659031,262.7305896,24.44999348
245.4764712,22.76590302,263.8111056,24.44999348
246.5036472,23.22272108,264.900156,24.6477207
247.5579504,23.60453916,266.0138952,24.84544792
248.62536,23.80908456,267.1401312,24.80453884
249.6942936,23.91135726,268.249908,24.49090256
250.7610936,24.04090268,269.3316432,24.12953902
251.8342944,24.3068117,270.3963096,23.90453908
252.9270024,24.68862978,271.4588424,23.84999364
254.0428752,25.04317514,272.5250328,23.85681182
255.1745976,25.2613569,273.5924424,23.86363
256.3102824,25.35681142,274.6592424,23.86363
257.444748,25.3977205,275.7260424,23.86363
258.5819568,25.40453868,276.7928424,23.86363
259.7219088,25.31590234,277.8596424,23.86363
260.8530216,25.14544784,278.9264424,23.86363
261.9691992,24.99544788,279.9932424,23.86363
263.0792808,24.93408426,281.0600424,23.86363
264.196068,24.89999336,282.1268424,23.86363
265.3155984,24.74317522,283.1936424,23.86363
266.419584,24.42953894,284.2604424,23.86363
267.4997952,24.10908448,285.3272424,23.86363
268.565376,23.91135726,286.394652,23.84999364
269.6288232,23.85681182,287.4605376,23.82272092
270.6953184,23.86363,288.5242896,23.80226638
271.762728,23.86363,289.587432,23.78863002
272.8292232,23.86363,290.64966,23.80226638
273.8960232,23.86363,291.7106688,23.91817544
274.9628232,23.86363,292.7759448,24.22499354
276.0296232,23.86363,293.859204,24.79090248
277.0964232,23.86363,294.9845256,25.568175
278.1632232,23.86363,296.145204,26.33862934
279.2300232,23.86363,297.34764,26.90453828
280.2968232,23.86363,298.5689736,27.2045382
281.3636232,23.86363,299.7933552,27.29317454
282.4310328,23.84999364,301.0137744,27.27953818
283.4963088,23.84317546,302.2323648,27.27272
284.558232,23.9318118,303.4515648,27.27272
285.6228984,24.22499354,304.6710696,27.27272
286.7064624,24.79090248,305.8902696,27.26590182
287.8299552,25.5340841,307.1091648,27.2386291
288.9933768,26.20908392,308.326536,27.21135638
290.1912408,26.56362928,309.542688,27.1704473
291.391848,26.57044746,310.755792,27.1363564
292.5756912,26.44090204,311.9634096,27.2045382
293.7455136,26.44772022,313.1737704,27.5113563
294.9241752,26.68635652,314.404248,28.10453796
296.1272208,27.00681098,315.6804456,28.92953774
297.3467256,27.21817456,316.990476,29.74090116
298.5708024,27.27953818,318.3465312,30.32726464
299.7900024,27.26590182,319.7208744,30.64090092
301.0043256,27.32044726,321.0997896,30.72953726
302.222916,27.53181084,322.476876,30.64090092
303.4579656,27.8522653,323.8481712,30.41590098
304.7158752,28.11817432,325.203312,30.09544652
305.985672,28.19999248,326.5346784,29.8636284
307.2481536,28.1249925,327.8562912,29.87044658
308.4990528,28.04999252,329.193144,30.0340829
309.7481232,28.07044706,330.5504184,30.04771926
311.0048136,28.1590834,331.9061688,29.69999208
312.2657712,28.28862882,333.2229048,28.98408318
313.5282528,28.50681058,334.5015408,28.1931743
314.8014024,28.91590138,335.7329328,27.68862898
316.1016792,29.50226486,336.9490848,27.59999264
317.4391416,30.08862834,338.1762096,27.87953802
318.804036,30.49090096,339.4319856,28.33635608
320.180208,30.67499182,340.714584,28.73181052
321.5560752,30.70908272,342.0121176,28.94999228
322.92798,30.68862818,343.3157472,28.94999228
324.2992752,30.68181,344.6138904,28.71817416
325.6705704,30.68181,345.8943552,28.3295379
327.0424752,30.68181,347.147388,27.954538
328.4137704,30.68181,348.3790848,27.79771986
329.7853704,30.68181,349.6138296,27.90681074
331.1569704,30.68181,350.8686912,28.08408342
332.5285704,30.68181,352.1378784,28.0909016
333.9001704,30.68181,353.3976168,27.85908348
335.2717704,30.68181,354.6329712,27.53862902
336.6433704,30.68181,355.8518664,27.32726544
338.0149704,30.68181,357.0667992,27.25226546
339.3865704,30.68181,358.2844752,27.25908364
340.7581704,30.68181,359.5042848,27.27272
342.1297704,30.68181,360.7234848,27.27272
343.5010656,30.69544636,361.9426848,27.27272
344.8738848,30.70226454,363.16158,27.27953818
346.249752,30.62726456,364.3810848,27.29317454
347.6219616,30.41590098,365.6018088,27.3068109
348.9771024,30.1022647,366.8231424,27.3068109
350.3090784,29.8636284,368.0438664,27.29317454
351.6328248,29.80908296,369.2633712,27.27953818
352.9663248,29.84999204,370.4822664,27.27272
354.310188,29.78862842,371.7014664,27.27272
355.643688,29.53635576,372.9206664,27.27272
356.9515848,29.29090128,374.1401712,27.25908364
358.2454608,29.2840831,375.358152,27.25226546
359.5497,29.58408302,376.57278,27.32726544
360.881676,30.04090108,377.7916752,27.53862902
362.2401696,30.43635552,379.0273344,27.8522653
363.6135984,30.66135546,380.2861584,28.0909016
364.9940376,30.68181,381.5519928,28.1590834
366.3696,30.4772646,382.8080736,28.18635612
367.7311416,30.08862834,384.060192,28.37044698
369.0689088,29.5568103,385.329684,28.75226506
370.3737576,29.03181044,386.6293512,29.17499222
371.6514792,28.71817416,387.9482208,29.46817396
372.9200568,28.71817416,389.2704432,29.66590118
374.2023504,28.977265,390.5978472,29.87044658
375.510552,29.23635584,391.9386624,30.09544652
376.8297264,29.31135582,393.292584,30.27953738
378.1434144,29.20226494,394.651992,30.38181008
379.4458248,28.99090136,396.0110952,30.4431737
380.7351288,28.76590142,397.3720272,30.5113555
382.016508,28.59544692,398.7387504,30.59999184
383.2893528,28.44544696,400.109436,30.65453728
384.553968,28.39090152,401.4819504,30.68181
385.818888,28.49317422,402.85416,30.68862818
387.0905136,28.75908324,404.22576,30.68181
388.3798176,29.17499222,405.59736,30.68181
389.6965536,29.63862846,406.9692648,30.67499182
391.0364544,29.99317382,408.34056,30.66135546
392.3885472,30.21135558,409.710636,30.65453728
393.7449072,30.3068101,411.0804072,30.6477191
395.1034008,30.28635556,412.4501784,30.66135546
396.4621992,30.1022647,413.8214736,30.67499182
397.8085008,29.73408298,415.1933784,30.68181
399.1252368,29.31135582,416.5649784,30.68181
400.4145408,29.12726496,417.9365784,30.68181
401.7017112,29.34544672,419.3081784,30.68181
403.0190568,29.84999204,420.6797784,30.68181
404.3754168,30.2727192,422.0513784,30.68181
405.7494552,30.35453736,423.4229784,30.68181
407.11374,30.0681738,424.7945784,30.68181
408.4475448,29.59771938,426.1661784,30.68181
409.7551368,29.20908312,427.5377784,30.68181
411.0505368,28.93635592,428.9093784,30.68181
412.338012,28.72499234,430.2809784,30.68181
413.6178672,28.5681742,431.6525784,30.68181
414.8864448,28.50681058,433.0241784,30.68181
416.1522792,28.65681054,434.3957784,30.68181
417.4339632,29.03862862,435.7673784,30.68181
418.743384,29.49544668,437.1389784,30.68181
420.0805416,29.80226478,438.5105784,30.68181
421.4277576,29.80908296,439.8821784,30.68181
422.7624768,29.57044666,441.2534736,30.68181
424.07586,29.25681038,442.624464,30.68862818
425.3746128,28.97044682,443.9966736,30.7159009
426.6623928,28.74544688,445.3710168,30.72953726
427.9395048,28.64317418,446.7459696,30.72953726
429.2114352,28.7045378,448.120008,30.7159009
430.4931192,28.94999228,449.4922176,30.68862818
431.796444,29.27044674,450.863208,30.68181
433.1140944,29.54317394,452.234808,30.68181
434.4387552,29.81590114,453.606408,30.68181
435.7762176,30.12953742,454.978008,30.68181
437.131968,30.43635552,456.349608,30.68181
438.5047872,30.6477191,457.721208,30.68181
439.8855312,30.63408274,459.0934176,30.66817364
441.2601792,30.33408282,460.4634936,30.66135546
442.6116624,29.83635568,461.8302168,30.7499918
443.9280936,29.35908308,463.1996832,31.04317354
445.2177024,29.16817404,464.5877424,31.61590066
446.5082256,29.37953762,466.0160352,32.33180956
447.8274,29.87044658,467.4866952,32.91817304
449.180712,30.33408282,468.98052,33.18408206
450.5526168,30.62726456,470.4728208,33.15680934
451.9321416,30.70908272,471.9501864,33.01362756
453.3110568,30.53862822,473.4193224,32.94544576
454.679304,30.11590106,474.8915064,32.93862758
456.0182904,29.46817396,476.3646048,32.95226394
457.3139952,28.82726504,477.838008,32.9659003
458.5740384,28.54771966,479.311716,32.95226394
459.833472,28.75226506,480.7857288,32.92499122
461.1215568,29.31135582,482.2585224,32.87044578
462.4510944,29.95226474,483.7227816,32.84317306
463.8114168,30.4090828,485.1849072,32.9659003
465.1848456,30.63408274,486.6595296,33.23180932
466.5610176,30.68862818,488.1545736,33.52499106
467.9326176,30.67499182,489.6651624,33.72271828
469.2996456,30.72953726,491.1781896,33.7840819
470.6703312,30.94090084,492.6881688,33.80453644
472.0550376,31.30908256,494.198148,33.84544552
473.4650424,31.74544608,495.7123944,33.92726368
474.8985168,32.1136278,497.2315176,34.00908184
476.342964,32.39317318,498.7542984,34.06362728
477.7944216,32.67271856,500.278908,34.0909
479.2605096,32.97271848,501.8035176,34.09771818
480.7482384,33.16362752,503.3275176,34.0909
482.2426728,33.11590026,504.8515176,34.0909
483.7209528,32.91817304,506.3755176,34.0909
485.1794208,32.78862762,507.8995176,34.0909
486.6369744,32.87044578,509.4232128,34.0909
488.1109872,33.07499118,510.9475176,34.0909
489.598716,33.24544568,512.4696888,34.1249909
491.0901024,33.32044566,513.9955176,34.21362724
492.5817936,33.31362748,515.5286616,34.26817268
