a,b,c,d
22.1434152,17.06590454,36.7646712,14.18863258
22.9051104,17.06590454,37.3834152,14.05908716
23.6674152,17.06590454,37.9981968,14.25681438
24.4291104,17.06590454,38.6376672,14.74090516
25.1914152,17.06590454,39.3140184,15.28635956
25.95372,17.06590454,40.0153632,15.68863218
26.720292,16.99772274,40.727376,15.9204503
27.4832064,16.78635916,41.4442656,16.04317754
28.2302712,16.45908652,42.1651176,16.11135934
28.9532568,16.16590478,42.8874936,16.13181388
29.6619168,16.0568139,43.6089552,16.13181388
30.3760632,16.1249957,44.330112,16.13181388
31.1027064,16.2272684,45.0515736,16.13863206
31.8339216,16.25454112,45.7727304,16.13863206
32.56026,16.19999568,46.494192,16.13863206
33.281112,16.14545024,47.2153488,16.13863206
34.0013544,16.13181388,47.9368104,16.13863206
34.722816,16.13863206,48.6579672,16.13863206
35.4442776,16.13863206,49.3794288,16.13863206
36.1657392,16.13863206,50.1008904,16.13181388
36.8872008,16.13863206,50.8220472,16.13181388
37.6083576,16.13863206,51.543204,16.13181388
38.3307336,16.11817752,52.2646656,16.13863206
39.0512808,16.07045026,52.9861272,16.13181388
39.7675608,16.02954118,53.707284,16.13181388
40.482012,16.02954118,54.4284408,16.13181388
41.1979872,16.06363208,55.1499024,16.13181388
41.9182296,16.11135934,55.8710592,16.13863206
42.6403008,16.13181388,56.592216,16.13863206
43.3614576,16.13181388,57.3142872,16.13863206
44.0826144,16.13181388,58.036968,16.10454116
44.8037712,16.13181388,58.7553816,16.07726844
45.524928,16.13181388,59.4689184,16.14545024
46.2460848,16.13181388,60.1851984,16.41135926
46.9675464,16.13181388,60.9212904,16.90226822
47.6887032,16.13181388,61.6921296,17.4545408
48.40986,16.13181388,62.4910104,17.8636316
49.1313216,16.1249957,63.3026928,18.09544972
49.8518688,16.11817752,64.1165088,18.18408606
50.569368,16.16590478,64.93002,18.23181332
51.2883912,16.363632,65.7471888,18.27954058
52.0199112,16.74545008,66.5664912,18.3068133
52.7764248,17.27044994,67.3848792,18.3068133
53.564028,17.80226798,68.2032672,18.3068133
54.3769296,18.17726788,69.0213504,18.3068133
55.2020232,18.3749951,69.8397384,18.3068133
56.0286408,18.42954054,70.6578216,18.3068133
56.8525152,18.42272236,71.4762096,18.3068133
57.6754752,18.41590418,72.2945976,18.3068133
58.4984352,18.409086,73.1126808,18.3068133
59.3217,18.409086,73.9310688,18.3068133
60.14466,18.409086,74.749152,18.3068133
60.9688392,18.38863146,75.56754,18.3068133
61.7908848,18.3409042,76.385928,18.3068133
62.6086632,18.3068133,77.2040112,18.3068133
63.4246128,18.3068133,78.0223992,18.29999512
64.2423912,18.3409042,78.8404824,18.3068133
65.0644368,18.38863146,79.6588704,18.3068133
65.888616,18.409086,80.4772584,18.29999512
66.711576,18.409086,81.2989992,18.21135878
67.534536,18.409086,82.110072,18.07499518
68.3578008,18.409086,82.9062096,18.12272244
69.1807608,18.409086,83.7075288,18.48408598
70.0037208,18.409086,84.5411568,19.11817672
70.8269856,18.409086,85.4168472,19.8068129
