a,b,c,d
20.9409792,17.04545,39.6492984,16.95681366
21.7026744,17.04545,40.4097744,17.01817728
22.4649792,17.04545,41.1732984,17.04545
23.2266744,17.04545,41.9352984,17.04545
23.9886744,17.04545,42.6972984,17.04545
24.7506744,17.04545,43.4586888,17.05226818
25.5126744,17.04545,44.221908,17.06590454
26.2746744,17.04545,44.9878704,17.00454092
27.0366744,17.04545,45.7513944,16.79999552
27.7986744,17.04545,46.501812,16.4318138
28.5606744,17.04545,47.22876,15.91363212
29.3226744,17.04545,47.9279712,15.340905
30.0846744,17.04545,48.6000552,14.7613597
30.8460648,17.05226818,49.2444024,14.2499962
31.609284,17.06590454,49.8649752,13.88863266
32.3764656,16.99090456,50.4745752,13.69772362
33.1418184,16.704541,51.0841752,13.57499638
33.8885784,16.13181388,51.6937752,13.38408734
34.591752,15.340905,52.2924024,13.0227238
35.2601784,14.54999612,52.8669504,12.50454212
35.8850184,13.977269,53.4137616,11.931815
36.4912656,13.69090544,53.9337504,11.35908788
37.0975128,13.57499638,54.4256976,10.8409062
37.7040648,13.50681458,54.89448,10.47272448
38.3051304,13.45908732,55.3504608,10.26817908
38.9028432,13.45908732,55.8033936,10.20681546
39.5032992,13.52045094,56.2593744,10.21363364
40.1107656,13.60908728,56.7168792,10.22727
40.7234136,13.65681454,57.1734696,10.24090636
41.3381952,13.58181456,57.6318888,10.24772454
41.9508432,13.28863282,58.0942704,10.17272456
42.545508,12.72272388,58.5548232,9.886361
43.0959768,11.931815,58.9967832,9.31363388
43.6120032,11.14090612,59.3951568,8.522725
44.0844432,10.568179,59.7587832,7.73181612
44.5382904,10.28181544,60.0785184,7.159089
44.9903088,10.19999728,60.3802704,6.87272544
45.4462896,10.21363364,60.679584,6.79090728
45.9037944,10.22727,60.9846888,6.77727092
46.3606896,10.24090636,61.2885744,6.72954366
46.818804,10.24772454,61.5866688,6.6818164
47.2811856,10.17272456,61.8823248,6.6818164
47.7417384,9.87954282,62.1801144,6.72272548
48.1836984,9.31363388,62.4833904,6.79090728
48.582072,8.522725,62.7891048,6.82499818
48.9456984,7.73181612,63.0948192,6.83863454
49.2657384,7.159089,63.4038864,6.77727092
49.5671856,6.87272544,63.7099056,6.57272552
49.8664992,6.79090728,64.0031232,6.2045438
50.1703848,6.80454364,64.2728712,5.68636212
50.4754896,6.81818,64.5148824,5.113635
50.7802896,6.81818,64.730376,4.52727152
51.0850896,6.81818,64.9166088,4.00227166
51.3898896,6.81818,65.0757144,3.69545356
51.6946896,6.81818,65.2259808,3.70908992
51.9994896,6.81818,65.3899632,3.97499894
52.3042896,6.81818,65.5813776,4.24090796
52.6090896,6.81818,65.7868128,4.24772614
52.9138896,6.81818,65.9794464,3.99545348
53.2186896,6.81818,66.147696,3.66818084
53.5234896,6.81818,66.2988768,3.44999908
53.8282896,6.81818,66.4467048,3.38863546
54.1330896,6.81818,66.5975808,3.39545364
54.4375848,6.81818,66.7505904,3.40909
54.7423848,6.81818,66.9029904,3.40909
55.0471848,6.81818,67.0553904,3.40909
55.3519848,6.81818,67.2080952,3.39545364
55.6570896,6.81818,67.359276,3.38863546
55.9621944,6.80454364,67.5064944,3.46363544
56.2657752,6.7840891,67.6558464,3.749999
56.5666128,6.81818,67.8231816,4.32272612
56.8686696,6.94772542,68.034408,5.113635
57.18048,7.17954354,68.2800768,5.8977257
57.50814,7.44545256,68.5696368,6.47045282
57.8504304,7.64999796,68.8774848,6.76363456
58.1991216,7.74545248,69.1877712,6.83863454
58.5478128,7.76590702,69.4940952,6.81818
58.89498,7.75908884,69.797676,6.7840891
59.2415376,7.75227066,70.0991232,6.7840891
59.5880952,7.75908884,70.4002656,6.8522709
59.9349576,7.75908884,70.7065896,6.99545268
60.2815152,7.75908884,71.0235816,7.17272536
60.6299016,7.72499794,71.3503272,7.31590714
60.97524,7.64317978,71.6819496,7.38408894
61.3132632,7.58863434,72.0141816,7.40454348
61.648848,7.58863434,72.3448896,7.3977253
61.987176,7.64317978,72.6752928,7.3977253
62.3322096,7.71817976,73.0060008,7.3977253
62.680596,7.75227066,73.336404,7.3977253
63.0271536,7.75227066,73.667112,7.3977253
63.374016,7.75227066,73.99782,7.3977253
63.7205736,7.75227066,74.328528,7.3977253
64.067436,7.75227066,74.6589312,7.3977253
64.4139936,7.75227066,74.9896392,7.3977253
64.7605512,7.75227066,75.3203472,7.3977253
65.1074136,7.75908884,75.6507504,7.3977253
65.454276,7.75227066,75.9814584,7.3977253
65.8008336,7.75227066,76.3121664,7.3977253
66.1473912,7.75227066,76.6425696,7.3977253
66.4939488,7.75227066,76.9732776,7.3977253
66.8408112,7.75908884,77.3039856,7.3977253
67.1876736,7.75908884,77.6346936,7.3977253
67.5342312,7.75227066,77.9654016,7.3977253
67.8807888,7.75227066,78.2958048,7.3977253
68.2276512,7.75227066,78.6265128,7.3977253
68.5742088,7.75908884,78.9566112,7.40454348
68.9210712,7.75227066,79.2879288,7.41136166
69.2676288,7.75908884,79.6222944,7.37045258
69.6144912,7.76590702,79.955136,7.18636172
69.9625728,7.75227066,80.2770048,6.82499818
70.3115688,7.67727068,80.5744896,6.31363468
70.6559928,7.499998,80.8414944,5.80227118
70.9876152,7.23408898,81.0841152,5.44090764
71.3024736,6.96817996,81.3188112,5.1818168
71.60514,6.79090728,81.5455824,4.97045322
71.9029296,6.70908912,81.7607712,4.86136234
72.2013288,6.70227094,81.9710832,4.86818052
72.501252,6.70908912,82.1865768,4.98408958
72.80148,6.70908912,82.4167008,5.15454408
73.1014032,6.70908912,82.6535304,5.22272588
73.4013264,6.70908912,82.887312,5.22272588
73.7012496,6.70908912,83.1207888,5.22272588
74.0011728,6.70908912,83.3542656,5.22272588
74.3014008,6.70908912,83.5877424,5.22272588
74.601324,6.70908912,83.8212192,5.22272588
74.901552,6.70908912,84.054696,5.22272588
75.2014752,6.70908912,84.2881728,5.22272588
75.5013984,6.70908912,84.5216496,5.22272588
75.8013216,6.70908912,84.7551264,5.22272588
76.1015496,6.70908912,84.9886032,5.22272588
76.4014728,6.70908912,85.2223848,5.22272588
76.701396,6.70908912,85.4558616,5.22272588
77.001624,6.70908912,85.6893384,5.22272588
77.3015472,6.70908912,85.9228152,5.22272588
77.6014704,6.70908912,86.156292,5.22272588
77.9016984,6.70908912,86.3897688,5.22954406
78.2016216,6.70908912,86.6232456,5.23636224
78.50124,6.7159073,86.8585512,5.22272588
78.801468,6.72954366,87.0944664,5.14090772
79.1044392,6.70908912,87.3255048,4.9431805
