a,b,c,d
34.6030296,11.64545144,51.0960624,14.54317794
35.1333816,11.92499682,51.7462008,14.54317794
35.6695248,12.19772402,52.3963392,14.54317794
36.216336,12.56590574,53.0467824,14.54317794
36.7872264,13.01590562,53.6969208,14.54317794
37.386768,13.34999644,54.3470592,14.54317794
37.9960632,13.4659055,54.9975024,14.54317794
38.599872,13.45908732,55.6476408,14.54317794
39.19728,13.44545096,56.2977792,14.54317794
39.7959072,13.4999964,56.9479176,14.54317794
40.4036784,13.59545092,57.598056,14.54317794
41.0151072,13.63636,58.2481944,14.54317794
41.6247072,13.63636,58.8983328,14.54317794
42.2343072,13.63636,59.5484712,14.54317794
42.8439072,13.63636,60.2004384,14.51590522
43.4535072,13.63636,60.8490528,14.44090524
44.063412,13.62272364,61.4915712,14.39317798
44.6717928,13.61590546,62.131956,14.37954162
45.276516,13.68408726,62.7732552,14.42726888
45.8858112,13.89545084,63.418212,14.56363248
46.5112608,14.18863258,64.0683504,14.81590514
47.1568272,14.46135978,64.7312904,15.2386323
47.8121472,14.65226882,65.4213576,15.80454124
48.4668576,14.83635968,66.1443432,16.37045018
49.1282736,15.1704505,66.8941512,16.78635916
49.8137688,15.63408674,67.6582848,17.0113591
50.5285248,16.0568139,68.4248568,17.0795409
51.261264,16.30226838,69.1886856,17.07272272
51.9976608,16.38408654,69.9512952,17.06590454
52.7304,16.37726836,70.7142096,17.06590454
53.4613104,16.363632,71.477124,17.06590454
54.1928304,16.363632,72.2400384,17.06590454
54.9243504,16.363632,73.0029528,17.06590454
55.6558704,16.363632,73.7655624,17.06590454
56.3873904,16.363632,74.5284768,17.06590454
57.1189104,16.363632,75.2913912,17.06590454
57.8504304,16.363632,76.0543056,17.06590454
58.5819504,16.363632,76.81722,17.06590454
59.3134704,16.363632,77.5801344,17.06590454
60.0468192,16.3295411,78.342744,17.06590454
60.7768152,16.24090476,79.1050488,17.07272272
61.4988864,16.17954114,79.8716208,17.01817728
62.2179096,16.17954114,80.6327064,16.88181368
62.9402856,16.24090476,81.3779424,16.86135914
63.6699768,16.32272292,82.1204352,17.12726816
64.4033256,16.363632,82.887312,17.69999528
65.1345408,16.363632,83.6959464,18.41590418
65.8660608,16.363632,84.5451192,18.96135858
66.597276,16.363632,85.4061792,19.28181304
67.3291008,16.35681382,86.272116,19.55454024
68.0597064,16.35681382,87.14994,19.85454016
68.7890928,16.40454108,88.0469664,20.16135826
69.5212224,16.5340865,88.9598424,20.36590366
70.2615816,16.75226826,89.8769856,20.42726728
71.015352,17.03181364,90.7898616,20.41363092
71.7846672,17.3181772,91.6993848,20.46135818
72.5673936,17.52954078,92.611956,20.61817632
73.3580448,17.6590862,93.5342808,20.89090352
74.151744,17.71363164,94.474284,21.25908524
74.944224,17.71363164,95.4350136,21.64090332
75.7354848,17.70681346,96.4146408,21.92726688
76.52766,17.69999528,97.4070696,22.01590322
77.3189208,17.67954074,98.398584,21.87272144
78.1062192,17.71363164,99.3727248,21.5795397
78.892908,17.91135886,100.3240056,21.34772158
79.6954464,18.2727224,101.265228,21.36135794
80.5199304,18.749995,102.2198616,21.56590334
81.3697128,19.28863122,103.196136,21.72953966
82.2466224,19.772722,104.1803352,21.6477215
83.1442584,20.14090372,105.1486848,21.29999432
84.0580488,20.36590366,106.0892976,20.87726716
84.9748872,20.4204491,107.0067456,20.57044906
85.8868488,20.41363092,107.912916,20.5227218
86.79942,20.41363092,108.8218296,20.78863082
87.7116864,20.41363092,109.7517744,21.36817612
88.6242576,20.41363092,110.7256104,22.16590318
89.5371336,20.40681274,111.7338888,22.96363024
90.4481808,20.40681274,112.7900208,23.44772102
91.3570944,20.4886309,113.8623072,23.44772102
92.2702752,20.71363084,114.9175248,22.9090848
93.1980864,21.11590346,115.9181832,21.98181232
94.1502816,21.6477215,116.8834848,21.09544892
95.1329568,22.18635772,117.7981896,20.52953998
96.1439784,22.5340849,118.6961304,20.3181764
97.1668872,22.59544852,119.6029104,20.33863094
98.1809568,22.41817584,120.5167008,20.36590366
99.172776,22.2272668,121.4259192,20.33863094
100.152708,22.24772134,122.333004,20.33863094
101.1475752,22.4659031,123.2419176,20.37272184
102.1656072,22.6022667,124.154184,20.4204491
103.1906496,22.41817584,125.068584,20.44772182
104.192832,21.89999416,125.9835936,20.45454
105.1520376,21.32044886,126.8979936,20.45454
106.0804584,21.02726712,127.8120888,20.45454
107.0052216,21.136358,128.7264888,20.45454
107.9497968,21.57272152,129.6408888,20.45454
108.9260712,22.16590318,130.554984,20.45454
109.935264,22.67726668,131.469384,20.45454
110.9709744,22.90226662,132.3834792,20.45454
112.010952,22.69772122,133.2978792,20.45454
113.0247168,22.11135774,134.2122792,20.45454
113.9964192,21.38181248,135.1266792,20.45454
114.927888,20.78181264,136.0410792,20.45454
115.8401544,20.37954002,136.9551744,20.45454
116.7393144,20.17499462,137.8695744,20.45454
117.6317688,20.2159037,138.7836696,20.45454
118.5315384,20.44772182,139.6980696,20.45454
119.4517296,20.795449,140.6124696,20.45454
120.396,21.1022671,141.5265648,20.45454
121.350024,21.2386307,142.4409648,20.45454
122.3016096,21.25908524,143.3553648,20.45454
123.2516712,21.25226706,144.2697648,20.45454
124.2011232,21.24544888,145.18386,20.45454
125.15088,21.24544888,146.09826,20.45454
126.1006368,21.24544888,147.0129648,20.45454
127.0503936,21.24544888,147.928584,20.4204491
128.0001504,21.24544888,148.8417648,20.33863094
128.9499072,21.24544888,149.7494592,20.2159037
129.899664,21.24544888,150.6495336,20.09999464
130.8494208,21.24544888,151.5438168,20.01817648
131.7991776,21.24544888,152.4362712,19.98408558
132.7489344,21.24544888,153.3287256,19.9772674
133.6983864,21.24544888,154.2220944,19.98408558
134.6481432,21.24544888,155.1154632,19.98408558
135.5982048,21.24544888,156.008832,19.98408558
136.5479616,21.24544888,156.9022008,19.98408558
137.4977184,21.24544888,157.7955696,19.98408558
138.4474752,21.24544888,158.6907672,19.9431765
139.3969272,21.24544888,159.5823072,19.85454016
140.346684,21.24544888,160.4656176,19.78635836
141.2964408,21.24544888,161.34588,19.78635836
142.2458928,21.25226706,162.2294952,19.85454016
